,gene_P,gene_R,corr,cor
5137,SRRM5,SP3,-0.655102375,>0.6
2507,HS6ST2,MBNL1,-0.655162938,>0.6
2357,GSDMA,MYO18B,-0.655569105,>0.6
1872,ERN1,WAPAL,-0.655668031,>0.6
6135,ZSCAN21,NACA,-0.655684078,>0.6
3019,LRRC36,KIAA0100,-0.655864039,>0.6
956,CCDC59,PTPN3,-0.656010986,>0.6
7,ABCA10,CDKL1,-0.656023281,>0.6
3728,PARD6A,CARD6,-0.656316936,>0.6
3740,PARD6A,LBH,-0.656423015,>0.6
5181,STOX2,NCAPD3,-0.656604178,>0.6
53,ABHD13,SLC2A14,-0.65700899,>0.6
1166,CHRDL1,MAP1LC3B,-0.657534179,>0.6
5097,SPRED1,ATP6AP2,-0.657617696,>0.6
5180,STOX2,MYC,-0.657662922,>0.6
837,C9orf84,ACTA1,-0.657861444,>0.6
2123,FOXA3,E2F3,-0.657919008,>0.6
3744,PARD6A,MYL12A,-0.658238567,>0.6
174,AGBL4,LRRC36,-0.658238799,>0.6
1395,CRIM1,RAB11FIP4,-0.658366697,>0.6
2348,GRIN1,TXNDC2,-0.658463266,>0.6
467,B4GALNT4,SF1,-0.658910017,>0.6
3705,P2RX7,ATP13A5,-0.659082018,>0.6
2783,KL,BTN2A1,-0.659426013,>0.6
2417,HAS1,SNX32,-0.659548339,>0.6
650,BNIP3,GREM2,-0.659729892,>0.6
1220,CIITA,ATF7,-0.65974876,>0.6
1171,CHRDL1,METRN,-0.659998799,>0.6
5843,ZCCHC14,BCLAF1,-0.660470245,>0.6
1742,EMB,CCAR1,-0.660495181,>0.6
4905,SLC25A46,TMEM165,-0.660539891,>0.6
155,ADCY9,VASH1,-0.660896643,>0.6
1857,ERN1,NHLRC3,-0.661188022,>0.6
840,C9orf84,CCT3,-0.661286802,>0.6
4584,SALL1,DCUN1D2,-0.661336459,>0.6
1013,CD300LB,SPTB,-0.661698574,>0.6
2388,GYPC,ATP8B3,-0.661711146,>0.6
3898,PGBD5,ABCA13,-0.661854766,>0.6
1236,CIITA,SCAPER,-0.661961402,>0.6
1656,DYRK4,UGCG,-0.662009924,>0.6
3749,PARD6A,PYGM,-0.662018979,>0.6
968,CCDC73,TSC2,-0.66208738,>0.6
5286,TESK1,PIP5K1A,-0.662115859,>0.6
4910,SLC25A46,VWA1,-0.66218921,>0.6
3859,PDSS1,CCDC149,-0.662436517,>0.6
1855,ERN1,NBPF10,-0.662502928,>0.6
2940,LINGO4,ORMDL1,-0.662763004,>0.6
642,BNIP3,CACNA2D1,-0.663100377,>0.6
4625,SCG5,DDX3X,-0.663135748,>0.6
5133,SRRM5,PBRM1,-0.663220202,>0.6
4240,RAD51C,CDO1,-0.66326553,>0.6
5355,TLR6,ABHD13,-0.663699761,>0.6
4883,SLC25A46,OSTC,-0.663896827,>0.6
2393,GYPC,MAP9,-0.663974193,>0.6
3424,MYOM1,SERPINA1,-0.664049442,>0.6
5502,TOPORS,TMCO1,-0.664060828,>0.6
218,ALS2CR11,GRAMD3,-0.664184991,>0.6
1804,EPHX4,NHSL2,-0.664624594,>0.6
4851,SLC25A23,TAF1,-0.664654895,>0.6
5357,TLR6,COL4A3,-0.664723731,>0.6
2242,GLIPR1,REV1,-0.664915837,>0.6
3013,LRRC16B,RGP1,-0.665616895,>0.6
1659,DZIP1,MYO9A,-0.665750138,>0.6
57,ABHD13,ZNF131,-0.665948816,>0.6
1854,ERN1,MYO9A,-0.666217838,>0.6
3009,LRRC16B,ERN1,-0.66639372,>0.6
3199,MIER2,PHACTR1,-0.666401294,>0.6
1838,ERN1,DCP1A,-0.666536683,>0.6
4369,RIBC1,UBN1,-0.666657351,>0.6
2949,LINGO4,RBMX2,-0.667020837,>0.6
1193,CHRDL1,TIMM17B,-0.667125749,>0.6
3886,PEX16,SH3GL2,-0.667131158,>0.6
5178,STOX2,INTS7,-0.667395626,>0.6
530,BCL2L11,CDC42EP2,-0.667552898,>0.6
2954,LINGO4,ST20,-0.667630971,>0.6
1438,CUBN,ATRX,-0.667773433,>0.6
802,C6orf136,SHC4,-0.667816017,>0.6
4908,SLC25A46,TP53INP2,-0.667867594,>0.6
4560,RRAD,SARM1,-0.668015688,>0.6
2254,GLT8D2,SF1,-0.668078087,>0.6
652,BNIP3,LAMA2,-0.668213843,>0.6
969,CCDC73,ZNF486,-0.668319683,>0.6
2965,LINGO4,ZNRD1,-0.66832683,>0.6
3915,PGBD5,UNC80,-0.668406548,>0.6
3190,MIER2,CRY1,-0.66860299,>0.6
3122,MBTPS2,INTS5,-0.668998615,>0.6
5175,STOX2,DTL,-0.669310486,>0.6
5552,TRIM69,GTF2A1,-0.669389642,>0.6
1205,CHRDL1,ZNF264,-0.669393044,>0.6
2938,LINGO4,MRPL21,-0.66941885,>0.6
3638,NTRK3,BARD1,-0.669826006,>0.6
172,AGBL4,CDS2,-0.669869057,>0.6
886,CARD6,KIAA1984,-0.67027652,>0.6
1892,ESPN,UNC80,-0.67057596,>0.6
4708,SERHL2,SGCB,-0.67073016,>0.6
1457,CUBN,RRN3,-0.670805699,>0.6
814,C7orf63,STT3A,-0.67098742,>0.6
4717,SERPINA9,ITIH4,-0.670994074,>0.6
3868,PER1,DENND2C,-0.671407136,>0.6
1524,DDR2,TSHR,-0.671595784,>0.6
2570,IGSF9,FAM73A,-0.671932575,>0.6
4137,PRX,CDO1,-0.671958977,>0.6
402,ATP10A,ZNF207,-0.672008257,>0.6
1195,CHRDL1,TM7SF2,-0.672074117,>0.6
1158,CHRDL1,ITM2B,-0.672231142,>0.6
5173,STOX2,ABCB10,-0.672598796,>0.6
3248,MNX1,RADIL,-0.672981766,>0.6
523,BCL2L11,C14orf2,-0.673001626,>0.6
1183,CHRDL1,PQBP1,-0.673248997,>0.6
638,BNIP3,ADAM22,-0.673658822,>0.6
2565,IGSF9,CMYA5,-0.673774875,>0.6
780,C2orf72,APOBEC3D,-0.674317785,>0.6
3874,PER3,COX7A2L,-0.674672883,>0.6
512,BCL11B,NSD1,-0.674764942,>0.6
1197,CHRDL1,TMEM66,-0.67477467,>0.6
2786,KL,DCAF15,-0.674908707,>0.6
732,C16orf87,GRIN2A,-0.675010766,>0.6
3901,PGBD5,C4BPB,-0.675293114,>0.6
2026,FANCB,NOLC1,-0.676066454,>0.6
2305,GPRASP2,PDE4B,-0.6761882,>0.6
5911,ZMYM5,ABL1,-0.676208295,>0.6
4658,SCNM1,SPNS1,-0.676350804,>0.6
4894,SLC25A46,SAMD11,-0.676370256,>0.6
2031,FANCB,SNRNP48,-0.676655604,>0.6
2508,HS6ST2,MEX3B,-0.677279916,>0.6
1389,CRIM1,HMGCR,-0.677593966,>0.6
5327,THAP2,ARNT2,-0.678027375,>0.6
2027,FANCB,RAD23B,-0.678237994,>0.6
4251,RADIL,FAM151B,-0.678256199,>0.6
1192,CHRDL1,SIDT1,-0.678371039,>0.6
3205,MIER2,ZNF503,-0.678515429,>0.6
3939,PI15,GLE1,-0.678791522,>0.6
779,C2orf72,AP4B1,-0.6789082,>0.6
2134,FOXA3,SHC4,-0.67926558,>0.6
2248,GLT8D2,EIF3M,-0.679995446,>0.6
5978,ZNF335,URGCP,-0.680268016,>0.6
1452,CUBN,PIGG,-0.680285859,>0.6
1244,CIITA,VEZF1,-0.680712642,>0.6
1845,ERN1,GRM1,-0.680792577,>0.6
1254,CKAP2,SERINC1,-0.680946955,>0.6
655,BNIP3,NEFL,-0.680951572,>0.6
3235,MMACHC,FAM174B,-0.681232322,>0.6
5512,TP63,NEB,-0.681332708,>0.6
4139,PRX,GFAP,-0.681531327,>0.6
3536,NHS,CNOT10,-0.681615903,>0.6
657,BNIP3,PCDHGA9,-0.681745248,>0.6
3742,PARD6A,MED15,-0.682176466,>0.6
6144,ZYG11A,FAM111B,-0.682344144,>0.6
4629,SCG5,GABPA,-0.682507473,>0.6
1885,ESPL1,SPEF2,-0.682733135,>0.6
5141,SRRM5,WAPAL,-0.683091596,>0.6
1870,ERN1,TCF12,-0.684571313,>0.6
6155,ZYG11A,USP9X,-0.685467283,>0.6
4624,SCG5,CEP350,-0.686200959,>0.6
4800,SIGLEC11,SERINC1,-0.686510621,>0.6
4328,REM2,RAPGEF5,-0.686513461,>0.6
6042,ZNF57,ENTPD7,-0.68719994,>0.6
2581,IGSF9,PRX,-0.687212004,>0.6
1840,ERN1,DPP8,-0.687385185,>0.6
3385,MYC,PLEKHA8,-0.687609,>0.6
784,C2orf72,IL7,-0.687681115,>0.6
1981,FAM20A,ZNHIT6,-0.687682755,>0.6
146,ADCY9,FAM26E,-0.687720796,>0.6
2394,GYPC,MLH1,-0.687848988,>0.6
4368,RIBC1,TMCO3,-0.688222265,>0.6
101,ADAM12,TMCO6,-0.688453809,>0.6
5423,TMEM66,ENTHD1,-0.688566408,>0.6
2801,KL,PBX4,-0.688639232,>0.6
3053,LY86,C20orf26,-0.688652621,>0.6
1231,CIITA,PJA2,-0.689095286,>0.6
2562,IGSF9,BCHE,-0.689154005,>0.6
2789,KL,FBN2,-0.689209136,>0.6
4561,RRAD,VTN,-0.689331058,>0.6
1391,CRIM1,LEO1,-0.689863297,>0.6
1247,CIITA,ZNF33B,-0.690045555,>0.6
3783,PCDHB11,KIF7,-0.690091644,>0.6
3689,OSMR,NEFM,-0.690428206,>0.6
2177,FUT10,ZNF227,-0.690935891,>0.6
3322,MSH5,ATP8A2,-0.691833591,>0.6
1397,CRIM1,RNFT1,-0.691861854,>0.6
2822,KL,ZNF362,-0.694831831,>0.6
2019,FANCB,CCT4,-0.695032313,>0.6
4446,ROR1,TADA1,-0.695103059,>0.6
3841,PDE6A,FAM35A,-0.695995138,>0.6
1847,ERN1,JMJD1C,-0.696473235,>0.6
2805,KL,RBM42,-0.696562443,>0.6
4867,SLC25A46,DPAGT1,-0.696609081,>0.6
2790,KL,FBXL12,-0.696688837,>0.6
1849,ERN1,LATS1,-0.697208415,>0.6
115,ADAT2,TRIM31,-0.697473547,>0.6
1117,CHRDL1,ALG5,-0.697525489,>0.6
3052,LY86,APOF,-0.698673997,>0.6
5498,TOPORS,PCDHGA5,-0.698734151,>0.6
6056,ZNF57,USP9X,-0.698822109,>0.6
4143,PRX,MYH11,-0.699389363,>0.6
2510,HS6ST2,SIM1,-0.699417424,>0.6
2245,GLIPR1,ZNF33B,-0.70062842,>0.6
2292,GPR113,USP46,-0.701004188,>0.6
965,CCDC73,POTEF,-0.701086898,>0.6
5419,TMEM66,CSGALNACT2,-0.701372401,>0.6
3104,MARVELD3,UNC80,-0.701392554,>0.6
1172,CHRDL1,MRPL35,-0.701431504,>0.6
1559,DIXDC1,AP2B1,-0.701758426,>0.6
4598,SATB1,INPP5F,-0.701925447,>0.6
2509,HS6ST2,MGA,-0.702407404,>0.6
2241,GLIPR1,NT5C1B,-0.702491359,>0.6
2138,FOXA3,TTLL4,-0.702515483,>0.6
936,CCDC152,EPHA8,-0.702985917,>0.6
4722,SERPINA9,QRICH2,-0.704876372,>0.6
5451,TMEM66,SNRNP200,-0.705300002,>0.6
2523,HSPB2,MTX3,-0.705464523,>0.6
2785,KL,CCDC102A,-0.705719811,>0.6
3789,PCDHB11,SIX5,-0.70574238,>0.6
1217,CIITA,APC,-0.705764318,>0.6
4136,PRX,CCDC8,-0.706622325,>0.6
5140,SRRM5,USP37,-0.706969364,>0.6
1143,CHRDL1,DDRGK1,-0.707423299,>0.6
4438,ROBO3,KLKB1,-0.707528732,>0.6
3792,PCDHB11,ZNF599,-0.709980229,>0.6
2522,HSPB2,LDHC,-0.710059718,>0.6
1176,CHRDL1,NGDN,-0.710490198,>0.6
250,ANKLE1,MAP9,-0.711521026,>0.6
6048,ZNF57,RNF41,-0.71198794,>0.6
2118,FOXA3,BPI,-0.713394813,>0.6
1640,DUOX2,KDM2B,-0.713699947,>0.6
4553,RRAD,CHN2,-0.716360228,>0.6
1135,CHRDL1,CES2,-0.717963125,>0.6
1199,CHRDL1,TRAPPC2L,-0.718402575,>0.6
5787,WRB,ZC3H12C,-0.718846371,>0.6
5916,ZMYM5,KIAA0100,-0.719107682,>0.6
589,BCL2L11,TIMM8B,-0.719824494,>0.6
1513,DDR2,DPAGT1,-0.720104249,>0.6
2942,LINGO4,POU2F1,-0.72214976,>0.6
590,BCL2L11,TM9SF3,-0.722680175,>0.6
1306,CNTNAP1,CES2,-0.723546039,>0.6
3621,NT5C1B,SFI1,-0.724485859,>0.6
1177,CHRDL1,OXA1L,-0.726871831,>0.6
1882,ESPL1,LRTOMT,-0.727424196,>0.6
2319,GRAMD3,ANKK1,-0.72904158,>0.6
5513,TP63,RAD51C,-0.730129347,>0.6
3389,MYC,USP9X,-0.732340972,>0.6
1173,CHRDL1,MRPS33,-0.733149731,>0.6
1830,ERN1,ATP8B2,-0.733175714,>0.6
1290,CMTM6,LRRC14B,-0.733233683,>0.6
2926,LINGO4,DNAJB12,-0.733391127,>0.6
3349,MTMR8,DHX33,-0.73603109,>0.6
3743,PARD6A,MPO,-0.736313933,>0.6
2812,KL,TCF3,-0.737597787,>0.6
1163,CHRDL1,LENG1,-0.739185598,>0.6
2920,LINGO4,CAMK2B,-0.74315976,>0.6
4389,RIMKLB,SPATC1,-0.743302716,>0.6
6129,ZNRF1,ESRRB,-0.743701485,>0.6
694,BUB1,DGCR8,-0.74862662,>0.6
4902,SLC25A46,SSR2,-0.750091139,>0.6
1654,DYRK4,RBM12,-0.751440412,>0.6
3905,PGBD5,FAM81A,-0.755426649,>0.6
4882,SLC25A46,ORM1,-0.759795402,>0.6
1207,CHRDL1,ZNF615,-0.761910184,>0.6
5186,STOX2,RPGRIP1L,-0.763175549,>0.6
2806,KL,SAMD1,-0.763879749,>0.6
1164,CHRDL1,LIN7B,-0.767406651,>0.6
3191,MIER2,DENND5B,-0.768243939,>0.6
741,C18orf21,UNC80,-0.779283585,>0.6
1888,ESPL1,WAPAL,-0.781633831,>0.6
4550,RRAD,ADAMTSL1,-0.795826423,>0.6
495,BAZ2A,BAZ2A,0.299993975,<0.3
2999,LRPPRC,LRPPRC,0.299867476,<0.3
3070,MAFK,MAFK,0.299794136,<0.3
2001,FAM86A,FAM86A,0.299725202,<0.3
3064,LZTS2,LZTS2,0.299449019,<0.3
971,CCDC8,CCDC8,0.299265425,<0.3
445,ATPIF1,ATPIF1,0.299165316,<0.3
1550,DHODH,DHODH,0.299137027,<0.3
627,BIVM,BIVM,0.299101923,<0.3
1423,CTAGE5,CTAGE5,0.298823224,<0.3
5402,TMEM205,TMEM205,0.298665488,<0.3
931,CCDC149,CCDC149,0.298659711,<0.3
2554,IGF2BP1,IGF2BP1,0.298607771,<0.3
184,AIMP2,AIMP2,0.298561914,<0.3
4672,SEC14L1,SEC14L1,0.298402184,<0.3
5267,TEAD2,TEAD2,0.298396734,<0.3
972,CCDC80,CCDC80,0.298338643,<0.3
2279,GPC3,GPC3,0.298277319,<0.3
3686,OSBPL5,OSBPL5,0.298228113,<0.3
5146,SSBP2,SSBP2,0.298046293,<0.3
3176,MFSD10,MFSD10,0.298010414,<0.3
668,BRE,BRE,0.297995079,<0.3
3453,NAV2,NAV2,0.297878784,<0.3
3126,MCL1,MCL1,0.297839431,<0.3
3829,PCMTD2,PCMTD2,0.297758988,<0.3
4415,RNF219,RNF219,0.297699583,<0.3
4124,PRPF31,PRPF31,0.297674668,<0.3
94,ACTR6,ACTR6,0.297672398,<0.3
1248,CILP2,CILP2,0.297586897,<0.3
3533,NHP2,NHP2,0.297576355,<0.3
5602,TTL,TTL,0.297546779,<0.3
2080,FCRLB,FCRLB,0.297542973,<0.3
1049,CDKN2AIP,CDKN2AIP,0.297462882,<0.3
1315,COG1,COG1,0.297455375,<0.3
633,BMF,BMF,0.297410419,<0.3
2548,IFT46,IFT46,0.297316606,<0.3
2985,LRCH4,LRCH4,0.297311679,<0.3
4639,SCMH1,SCMH1,0.297281633,<0.3
4020,PNPLA2,PNPLA2,0.297219671,<0.3
5662,UGCG,UGCG,0.296913828,<0.3
4261,RALA,RALA,0.296840449,<0.3
2638,ITGA4,ITGA4,0.296614488,<0.3
641,BNIP3,BNIP3,0.296434929,<0.3
3166,MESDC1,MESDC1,0.296433809,<0.3
4442,ROCK1,ROCK1,0.296383066,<0.3
5829,ZBTB8OS,ZBTB8OS,0.296297261,<0.3
2232,GLI2,GLI2,0.296256742,<0.3
3059,LYRM5,LYRM5,0.296175216,<0.3
322,ARID4A,ARID4A,0.296174934,<0.3
3171,MEX3C,MEX3C,0.296149374,<0.3
237,ANAPC11,ANAPC11,0.296089651,<0.3
3852,PDGFRB,PDGFRB,0.295965563,<0.3
300,APOOL,APOOL,0.295934922,<0.3
3308,MRPS22,MRPS22,0.295915794,<0.3
1799,EPHB2,EPHB2,0.295735496,<0.3
2632,IRX3,IRX3,0.295679479,<0.3
4593,SARM1,SARM1,0.295625128,<0.3
5695,USP33,USP33,0.295553461,<0.3
5615,TUBB2B,TUBB2B,0.295458401,<0.3
2114,FNTB,FNTB,0.295346763,<0.3
754,C1orf174,C1orf174,0.294983276,<0.3
2488,HOXC6,HOXC6,0.294879014,<0.3
3946,PIGG,PIGG,0.294800744,<0.3
3657,NUP214,NUP214,0.294640589,<0.3
3332,MTCH2,MTCH2,0.294623252,<0.3
3680,OLFML2A,OLFML2A,0.294119889,<0.3
3062,LZTR1,LZTR1,0.293968109,<0.3
4952,SLC38A10,SLC38A10,0.293946888,<0.3
5568,TRRAP,TRRAP,0.293789309,<0.3
5830,ZBTB9,ZBTB9,0.293636211,<0.3
1635,DTNA,DTNA,0.293588982,<0.3
978,CCDC93,CCDC93,0.293219677,<0.3
951,CCDC47,CCDC47,0.293214115,<0.3
3145,MED20,MED20,0.293097748,<0.3
1906,ETV7,ETV7,0.292992546,<0.3
5482,TNPO1,TNPO1,0.292844882,<0.3
2711,KCTD16,KCTD16,0.292591113,<0.3
3571,NPRL2,NPRL2,0.292580228,<0.3
4445,ROR1,ROR1,0.292567837,<0.3
2720,KDM3A,KDM3A,0.292553516,<0.3
2350,GRIP1,GRIP1,0.292520621,<0.3
2650,ITM2B,ITM2B,0.292461321,<0.3
3681,OLFML3,OLFML3,0.292434273,<0.3
1269,CLK2,CLK2,0.292421567,<0.3
4592,SAP30,SAP30,0.292322953,<0.3
661,BOLA1,BOLA1,0.29221797,<0.3
2207,GBP3,GBP3,0.292074169,<0.3
2831,KLF3,KLF3,0.292062316,<0.3
3468,NCOA5,NCOA5,0.291986226,<0.3
5696,USP34,USP34,0.291941581,<0.3
6086,ZNF691,ZNF691,0.291854039,<0.3
1097,CES2,CES2,0.291816562,<0.3
4600,SBNO1,SBNO1,0.291545265,<0.3
4005,PLK1,PLK1,0.29136476,<0.3
4121,PROCR,PROCR,0.291254769,<0.3
5345,TIMM17B,TIMM17B,0.291226344,<0.3
5722,VPS18,VPS18,0.291179028,<0.3
3303,MRPS17,MRPS17,0.291135116,<0.3
1354,COX6C,COX6C,0.29098405,<0.3
4113,PRKCZ,PRKCZ,0.290783947,<0.3
3127,MCM3AP,MCM3AP,0.290780709,<0.3
1472,CYP4F12,CYP4F12,0.290651128,<0.3
3460,NCBP1,NCBP1,0.290536335,<0.3
4713,SERPINA3,SERPINA3,0.290457271,<0.3
4942,SLC30A9,SLC30A9,0.290427638,<0.3
5886,ZEB2,ZEB2,0.290403468,<0.3
2203,GATAD2B,GATAD2B,0.290254244,<0.3
4031,POLR1D,POLR1D,0.290059188,<0.3
3300,MRPS12,MRPS12,0.289931708,<0.3
5259,TCOF1,TCOF1,0.289864913,<0.3
2550,IFT57,IFT57,0.289809274,<0.3
4731,SETD1B,SETD1B,0.289769251,<0.3
4222,RAB3A,RAB3A,0.289698609,<0.3
4049,POMGNT1,POMGNT1,0.289645426,<0.3
1480,DAG1,DAG1,0.289522675,<0.3
2316,GRAMD1A,GRAMD1A,0.289470671,<0.3
4301,RBM33,RBM33,0.289434842,<0.3
899,CAV1,CAV1,0.289419222,<0.3
2829,KLF16,KLF16,0.289349793,<0.3
2502,HS6ST1,HS6ST1,0.289250379,<0.3
4541,RPS6KC1,RPS6KC1,0.289232615,<0.3
2895,LENG1,LENG1,0.289230533,<0.3
1371,CPNE8,CPNE8,0.289212948,<0.3
290,APITD1,APITD1,0.289042389,<0.3
5505,TOR1AIP1,TOR1AIP1,0.288727596,<0.3
2081,FEM1A,FEM1A,0.288503658,<0.3
1711,EHF,EHF,0.288453531,<0.3
2884,LCK,LCK,0.288447112,<0.3
406,ATP13A3,ATP13A3,0.288339939,<0.3
1989,FAM46C,FAM46C,0.288253532,<0.3
5546,TRIM6,TRIM6,0.288144725,<0.3
5651,UBQLN2,UBQLN2,0.288040794,<0.3
4985,SMARCC1,SMARCC1,0.287831722,<0.3
2866,LAMA2,LAMA2,0.287777726,<0.3
4568,RSAD1,RSAD1,0.287710797,<0.3
2471,HMGN4,HMGN4,0.287418445,<0.3
4326,REEP4,REEP4,0.28737334,<0.3
3029,LRRC57,LRRC57,0.287359139,<0.3
3139,MED13,MED13,0.287293695,<0.3
3159,MEF2D,MEF2D,0.287144593,<0.3
2184,GABARAPL2,GABARAPL2,0.287119586,<0.3
865,CACNA2D1,CACNA2D1,0.287086569,<0.3
4807,SIPA1L1,SIPA1L1,0.28706364,<0.3
1505,DCX,DCX,0.287015001,<0.3
1068,CDS2,CDS2,0.286864223,<0.3
3553,NOC2L,NOC2L,0.286858243,<0.3
5126,SRRM2,SRRM2,0.286553379,<0.3
5280,TERF1,TERF1,0.286546144,<0.3
5380,TMEM102,TMEM102,0.286441526,<0.3
2678,JUP,JUP,0.286382799,<0.3
1709,EHD3,EHD3,0.286230343,<0.3
4101,PRICKLE2,PRICKLE2,0.286142836,<0.3
670,BRIP1,BRIP1,0.286125014,<0.3
1539,DENR,DENR,0.28603381,<0.3
5841,ZCCHC10,ZCCHC10,0.286032653,<0.3
1648,DYNC2LI1,DYNC2LI1,0.28582456,<0.3
2637,ITGA1,ITGA1,0.285765372,<0.3
881,CAPS2,CAPS2,0.285715049,<0.3
2315,GPSM2,GPSM2,0.285694067,<0.3
4053,POP7,POP7,0.28543419,<0.3
3179,MGAT2,MGAT2,0.285385161,<0.3
3831,PCYT1A,PCYT1A,0.285339716,<0.3
3234,MLXIP,MLXIP,0.285141809,<0.3
5897,ZFP64,ZFP64,0.285063044,<0.3
5311,TFIP11,TFIP11,0.285004609,<0.3
952,CCDC51,CCDC51,0.284991967,<0.3
3588,NRIP1,NRIP1,0.284850115,<0.3
1482,DAP3,DAP3,0.284845318,<0.3
5838,ZC3H14,ZC3H14,0.284579305,<0.3
5161,STAB1,STAB1,0.284548632,<0.3
5540,TRIM41,TRIM41,0.284479271,<0.3
4122,PROS1,PROS1,0.284470074,<0.3
417,ATP5B,ATP5B,0.284467375,<0.3
1373,CPSF1,CPSF1,0.284397314,<0.3
2753,KIAA1755,KIAA1755,0.284275988,<0.3
2360,GSTM5,GSTM5,0.284100018,<0.3
2216,GEMIN6,GEMIN6,0.284062583,<0.3
470,B4GALT7,B4GALT7,0.284028127,<0.3
500,BBS7,BBS7,0.28390192,<0.3
1300,CNPY4,CNPY4,0.283885335,<0.3
5624,TXNDC15,TXNDC15,0.283884039,<0.3
4588,SAMD4A,SAMD4A,0.283724587,<0.3
5796,WWP2,WWP2,0.283653375,<0.3
2557,IGFBP6,IGFBP6,0.283631517,<0.3
1637,DTWD1,DTWD1,0.283621424,<0.3
5532,TRAPPC6B,TRAPPC6B,0.283415474,<0.3
2730,KIAA0232,KIAA0232,0.283068941,<0.3
3927,PHF10,PHF10,0.282971926,<0.3
3397,MYL12A,MYL12A,0.282964915,<0.3
2433,HECA,HECA,0.282582246,<0.3
3682,OPA3,OPA3,0.282532882,<0.3
2053,FBLN5,FBLN5,0.282466916,<0.3
111,ADAMTSL2,ADAMTSL2,0.282334076,<0.3
2875,LARP4,LARP4,0.2823314,<0.3
112,ADAP1,ADAP1,0.282303601,<0.3
5164,STAMBPL1,STAMBPL1,0.282111946,<0.3
11,ABCA2,ABCA2,0.282080541,<0.3
3406,MYO10,MYO10,0.28198363,<0.3
3552,NOB1,NOB1,0.281836955,<0.3
2909,LIMS1,LIMS1,0.281757311,<0.3
266,ANO6,ANO6,0.28174908,<0.3
5593,TTC26,TTC26,0.281626546,<0.3
5196,STXBP5L,STXBP5L,0.281502556,<0.3
5791,WSB2,WSB2,0.281474311,<0.3
5334,THNSL2,THNSL2,0.281262,<0.3
2181,FZD1,FZD1,0.281199505,<0.3
2634,ISG20L2,ISG20L2,0.280981158,<0.3
4523,RPS20,RPS20,0.28096896,<0.3
5344,TIMM10,TIMM10,0.280854544,<0.3
4783,SIAH1,SIAH1,0.280794238,<0.3
3449,NAPEPLD,NAPEPLD,0.280732526,<0.3
4359,RHOQ,RHOQ,0.28072617,<0.3
5249,TBX1,TBX1,0.28065121,<0.3
5084,SPHK2,SPHK2,0.280568756,<0.3
1525,DDRGK1,DDRGK1,0.280564691,<0.3
4119,PRMT7,PRMT7,0.280562675,<0.3
4330,RER1,RER1,0.28020437,<0.3
1741,ELTD1,ELTD1,0.280187207,<0.3
260,ANKRD32,ANKRD32,0.280161933,<0.3
3084,MAP3K3,MAP3K3,0.280140197,<0.3
438,ATP7A,ATP7A,0.279966921,<0.3
4310,RBX1,RBX1,0.279898086,<0.3
4567,RRP7A,RRP7A,0.279877098,<0.3
4000,PLEKHG2,PLEKHG2,0.279729415,<0.3
1346,COQ7,COQ7,0.27967507,<0.3
5396,TMEM181,TMEM181,0.27966653,<0.3
3079,MAP1LC3B,MAP1LC3B,0.279428282,<0.3
3619,NT5C1B,NT5C1B,0.279424587,<0.3
3157,MEF2A,MEF2A,0.279231853,<0.3
2863,LACE1,LACE1,0.279077342,<0.3
4424,RNF4,RNF4,0.27894638,<0.3
5200,SUMO3,SUMO3,0.278792812,<0.3
6103,ZNF765,ZNF765,0.278789941,<0.3
2747,KIAA1671,KIAA1671,0.278777304,<0.3
3767,PARP16,PARP16,0.278749572,<0.3
5013,SNAPIN,SNAPIN,0.278679565,<0.3
2624,IP6K1,IP6K1,0.278660419,<0.3
4996,SMCR8,SMCR8,0.278595421,<0.3
2256,GLTSCR1,GLTSCR1,0.278565417,<0.3
3990,PLBD2,PLBD2,0.278401316,<0.3
1473,CYP4F3,CYP4F3,0.278363332,<0.3
2183,GABARAPL1,GABARAPL1,0.278358555,<0.3
4417,RNF31,RNF31,0.278313736,<0.3
3094,MAPK7,MAPK7,0.278260044,<0.3
1286,CLPX,CLPX,0.278220984,<0.3
4757,SGSM2,SGSM2,0.27808214,<0.3
4508,RPN1,RPN1,0.277990417,<0.3
3098,MAPKBP1,MAPKBP1,0.27797735,<0.3
208,ALG5,ALG5,0.277968285,<0.3
4296,RBM14,RBM14,0.277918274,<0.3
5003,SMYD3,SMYD3,0.277882605,<0.3
3087,MAP9,MAP9,0.277866461,<0.3
347,ARNT2,ARNT2,0.277805639,<0.3
5618,TUBGCP4,TUBGCP4,0.277695069,<0.3
1100,CFI,CFI,0.27763065,<0.3
608,BCL9L,BCL9L,0.2775497,<0.3
4810,SIRT6,SIRT6,0.277536181,<0.3
4821,SLC11A2,SLC11A2,0.277455537,<0.3
81,ACTA2,ACTA2,0.277410985,<0.3
3858,PDS5B,PDS5B,0.277409611,<0.3
1902,ETS1,ETS1,0.277064121,<0.3
5852,ZCCHC24,ZCCHC24,0.276908283,<0.3
736,C17orf49,C17orf49,0.276889095,<0.3
431,ATP6V1A,ATP6V1A,0.27672733,<0.3
2142,FOXN3,FOXN3,0.276691172,<0.3
774,C2orf44,C2orf44,0.276637472,<0.3
5798,XRCC5,XRCC5,0.276522083,<0.3
274,AP1M1,AP1M1,0.276284332,<0.3
2721,KDM5A,KDM5A,0.276221878,<0.3
1696,EEF1D,EEF1D,0.276218194,<0.3
